"Layer 1","MSE","User Time","CPU Time"
11,0.548741224689785,0.02,0
12,0.552083941207996,0,0.01
13,0.846841850513784,0.00999999999999998,0
14,1.62887091984242,0,0
15,0.68708111173899,0.03,0
16,0.542537641019113,0.00999999999999998,0
17,0.528106212032199,0.00999999999999998,0
