"Layer 1","MSE","User Time","CPU Time"
6,0.2292601589394,0.02,0
7,0.142108611312218,0.02,0
8,0.234523413540363,0.02,0
9,0.113058893788122,0,0
10,0.533957004077079,0.00999999999999998,0
11,0.112489895537608,0,0
12,0.198800481892682,0.02,0
