"Layer 1","Layer 2","MSE","User Time","CPU Time"
67,67,36.030197369872,0.8,0.04
67,68,33.3087901811877,0.93,0.03
67,69,32.4933986619851,0.99,0.03
67,70,33.4276836123189,0.87,0.07
67,71,34.6600322567629,0.96,0.02
67,72,32.6217521935009,0.89,0.00999999999999998
67,73,34.6393421884358,0.91,0.03
68,67,35.1813388587792,0.86,0.06
68,68,31.7287476015737,0.94,0.05
68,69,39.1604204459674,1.07,0.03
68,70,34.1131032112478,1,0.04
68,71,36.8529811908646,0.92,0
68,72,35.5927258011769,1.03,0
68,73,34.7173009960806,0.96,0
69,67,31.4589025273087,0.92,0
69,68,33.2115494530053,0.87,0
69,69,30.0894146207229,0.94,0
69,70,33.2904043936411,1.06,0
69,71,31.5270507678284,1,0
69,72,33.7315234733378,1.03,0
69,73,33.6787667570237,0.88,0
70,67,32.7075706291305,0.86,0
70,68,32.7074583277801,0.97,0.03
70,69,30.9693107184049,0.95,0.03
70,70,39.1383278280505,0.89,0
70,71,34.4983809121704,0.91,0
70,72,32.1594068565591,1.08,0
70,73,34.3757435639621,0.92,0
71,67,32.1228079831408,0.92,0
71,68,35.8701085967873,0.86,0
71,69,33.5228227759337,0.96,0
71,70,33.7368981706,0.9,0
71,71,29.8568135999294,0.94,0
71,72,33.259074359881,1,0
71,73,28.5472066397841,1.06,0
72,67,35.4915013477108,0.95,0
72,68,33.5374452280315,0.97,0
72,69,32.6936613769875,0.86,0
72,70,31.4458313318887,0.94,0
72,71,32.9278734327431,1.05,0.02
72,72,34.0003540023239,0.970000000000001,0
72,73,35.851495472716,0.95,0
73,67,32.2318831252014,0.899999999999999,0
73,68,34.6970369395653,0.93,0
73,69,35.5227632904199,0.64,0
73,70,37.613347414414,0.71,0
73,71,33.543411676116,0.74,0
73,72,32.8284725732227,0.72,0.02
73,73,33.2867329778737,0.680000000000001,0
