"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
11,11,11,NA,0,0
11,11,12,NA,0,0.01
11,11,13,NA,0.02,0
11,11,14,NA,0.03,0
11,11,15,NA,0.00999999999999998,0
11,11,16,NA,0,0.01
11,11,17,NA,0.02,0
11,12,11,NA,0,0.02
11,12,12,NA,0.00999999999999998,0
11,12,13,NA,0.00999999999999998,0
11,12,14,NA,0.02,0
11,12,15,NA,0.02,0
11,12,16,NA,0.01,0
11,12,17,NA,0.01,0
11,13,11,NA,0.01,0
11,13,12,NA,0.00999999999999995,0
11,13,13,NA,0.02,0
11,13,14,NA,0.02,0
11,13,15,NA,0.01,0
11,13,16,NA,0.00999999999999998,0
11,13,17,NA,0.02,0
11,14,11,NA,0.02,0
11,14,12,NA,0,0
11,14,13,NA,0,0
11,14,14,NA,0,0
11,14,15,NA,0,0
11,14,16,NA,0.01,0
11,14,17,NA,0.01,0
11,15,11,NA,0,0
11,15,12,NA,0.01,0
11,15,13,NA,0.02,0
11,15,14,NA,0.02,0
11,15,15,NA,0.02,0
11,15,16,NA,0.02,0
11,15,17,NA,0.02,0
11,16,11,NA,0.01,0
11,16,12,NA,0.00999999999999995,0
11,16,13,NA,0,0
11,16,14,NA,0,0
11,16,15,NA,0,0
11,16,16,NA,0,0
11,16,17,NA,0.01,0
11,17,11,NA,0.02,0
11,17,12,NA,0.01,0
11,17,13,NA,0.01,0
11,17,14,NA,0.01,0
11,17,15,NA,0,0
11,17,16,NA,0.01,0
11,17,17,NA,0.02,0
12,11,11,NA,0,0
12,11,12,NA,0,0
12,11,13,NA,0,0
12,11,14,NA,0,0
12,11,15,NA,0,0
12,11,16,NA,0,0
12,11,17,NA,0.02,0
12,12,11,NA,0,0
12,12,12,NA,0.01,0
12,12,13,NA,0.02,0
12,12,14,NA,0.02,0
12,12,15,NA,0.02,0
12,12,16,NA,0,0
12,12,17,NA,0.02,0
12,13,11,NA,0,0
12,13,12,NA,0,0
12,13,13,NA,0,0
12,13,14,NA,0.0099999999999999,0
12,13,15,NA,0.01,0
12,13,16,NA,0.01,0
12,13,17,NA,0.01,0
12,14,11,NA,0,0
12,14,12,NA,0.01,0
12,14,13,NA,0.02,0
12,14,14,NA,0.02,0
12,14,15,NA,0.0099999999999999,0
12,14,16,NA,0,0
12,14,17,NA,0.01,0
12,15,11,NA,0.02,0
12,15,12,NA,0.01,0
12,15,13,NA,0.0099999999999999,0
12,15,14,NA,0.01,0
12,15,15,NA,0.01,0
12,15,16,NA,0,0
12,15,17,NA,0,0
12,16,11,NA,0.02,0
12,16,12,NA,0.01,0
12,16,13,NA,0.01,0
12,16,14,NA,0.01,0
12,16,15,NA,0.01,0
12,16,16,NA,0.01,0
12,16,17,NA,0,0
12,17,11,NA,0,0
12,17,12,NA,0.02,0
12,17,13,NA,0.01,0
12,17,14,NA,0.02,0
12,17,15,NA,0.02,0
12,17,16,NA,0.02,0
12,17,17,NA,0.01,0
