"Layer 1","MSE","User Time","CPU Time"
23,4.38252357906767,0.04,0
24,2.61686595673664,0.04,0.02
25,1.75797654703348,0.13,0.01
26,2.58264774796065,0.03,0.02
27,2.77516196913894,0.05,0.05
28,2.13533745202993,0.04,0.05
29,2.01848206744888,0.08,0
