"1st layer","2nd layer","3rd layer","4th layer","MSE","User Time","CPU Time"
7,7,7,7,0.196128092019895,0.04,0
7,7,7,8,0.200709892996668,0.03,0
7,7,7,9,0.228600026752172,0.02,0.01
7,7,7,10,0.228098760805005,0.04,0
7,7,7,11,0.16349499376156,0.02,0
7,7,7,12,0.203863435677238,0.03,0
7,7,7,13,0.275790666614829,0.02,0
7,7,8,7,0.229435970872596,0.02,0.01
7,7,8,8,0.21719905861647,0,0.01
7,7,8,9,0.219130580605196,0.02,0
7,7,8,10,0.227811402409961,0.02,0
7,7,8,11,0.231983739831546,0.00999999999999995,0
7,7,8,12,0.22421510698541,0.02,0
7,7,8,13,0.242818116921725,0.02,0
7,7,9,7,0.243333230669392,0.01,0
7,7,9,8,0.196393538114741,0.02,0
7,7,9,9,0.187009245494281,0.03,0
7,7,9,10,0.23147916265026,0.00999999999999995,0
7,7,9,11,0.187123755070183,0.01,0
7,7,9,12,0.273755046366406,0.00999999999999995,0
7,7,9,13,0.133629449402349,0.03,0
7,7,10,7,0.180708698476387,0.02,0
7,7,10,8,0.198336590655467,0.02,0
7,7,10,9,0.115827112817224,0.01,0
7,7,10,10,0.241627435995755,0.02,0
7,7,10,11,0.253217861932795,0.02,0
7,7,10,12,0.292057786155716,0.03,0
7,7,10,13,0.201749061569786,0.02,0
7,7,11,7,0.160791550717564,0.03,0
7,7,11,8,0.231143193619815,0.01,0
7,7,11,9,0.198363686254826,0.02,0
7,7,11,10,0.2359949348597,0.00999999999999995,0
7,7,11,11,0.227323634097062,0.02,0
7,7,11,12,0.131112403468889,0.01,0
7,7,11,13,0.224228841533639,0.03,0
7,7,12,7,0.193708914278838,0.02,0
7,7,12,8,0.199697068062359,0.02,0
7,7,12,9,0.204755200782441,0.01,0
7,7,12,10,0.199986973286559,0.01,0
7,7,12,11,0.180868197244641,0.01,0
7,7,12,12,0.297195239213705,0.03,0
7,7,12,13,0.247363284345795,0.03,0
7,7,13,7,0.188506995639362,0.03,0
7,7,13,8,0.195498455713959,0.02,0
7,7,13,9,0.138102115508927,0.03,0
7,7,13,10,0.241006274407328,0.02,0
7,7,13,11,0.208634920333024,0.01,0
7,7,13,12,0.193990565068408,0.02,0
7,7,13,13,0.415395145851531,0.03,0
7,8,7,7,0.212735628294855,0.02,0
7,8,7,8,0.305470525237708,0.01,0
7,8,7,9,0.193024162899937,0.02,0
7,8,7,10,0.192036675449432,0.02,0
7,8,7,11,0.223756610555729,0.02,0
7,8,7,12,0.201151981512181,0.02,0
7,8,7,13,0.253691134299743,0.0099999999999999,0
7,8,8,7,0.246306396197616,0.02,0
7,8,8,8,0.304132206264263,0.02,0
7,8,8,9,0.177167003390056,0.02,0
7,8,8,10,0.199442072542689,0.01,0
7,8,8,11,0.173216753149114,0.0099999999999999,0
7,8,8,12,0.185478422347574,0.03,0
7,8,8,13,0.240138191872377,0.0299999999999999,0
7,8,9,7,0.256251154579314,0.01,0
7,8,9,8,0.192938720816775,0.0099999999999999,0
7,8,9,9,0.238422910524632,0.02,0
7,8,9,10,0.184938515925159,0.02,0
7,8,9,11,0.243171249592211,0.01,0
7,8,9,12,0.311822000124499,0.04,0
7,8,9,13,0.184399572137749,0.01,0
7,8,10,7,0.135347607235867,0.03,0
7,8,10,8,0.26979232728486,0.02,0
7,8,10,9,0.266587838154258,0.01,0
7,8,10,10,0.245484940306101,0.02,0
7,8,10,11,0.206466447318122,0.02,0
7,8,10,12,0.28881540710184,0.01,0
7,8,10,13,0.282846415578632,0.01,0
7,8,11,7,0.237936836013561,0.04,0
7,8,11,8,0.172169155582598,0.01,0
7,8,11,9,0.272906266134502,0.0199999999999999,0
7,8,11,10,0.205634846092259,0.01,0
7,8,11,11,0.249182026761087,0.01,0
7,8,11,12,0.215755577430236,0.03,0
7,8,11,13,0.215242846649291,0.0299999999999999,0
7,8,12,7,0.103390162852756,0.0299999999999999,0
7,8,12,8,0.134908834381308,0.04,0
7,8,12,9,0.207815997807232,0.01,0
7,8,12,10,0.238052630520511,0.02,0
7,8,12,11,0.215169946565312,0.02,0
7,8,12,12,0.293571619493643,0.02,0
7,8,12,13,0.212199033372449,0.03,0
7,8,13,7,0.236774775361834,0.03,0
7,8,13,8,0.235154664929429,0.03,0
7,8,13,9,0.200010910206177,0.01,0
7,8,13,10,0.196358406934829,0.0099999999999999,0
7,8,13,11,0.238421529178869,0.0299999999999999,0
7,8,13,12,0.175724621182941,0.02,0
7,8,13,13,0.220404138941512,0.02,0
7,9,7,7,0.217554020412287,0.03,0
7,9,7,8,0.205450577100174,0.02,0
7,9,7,9,0.170558955494808,0.02,0
7,9,7,10,0.201409194155005,0.0099999999999999,0
7,9,7,11,0.161726540206382,0.01,0
7,9,7,12,0.267615430649749,0.03,0
7,9,7,13,0.247202377134734,0.02,0
7,9,8,7,0.295140281540397,0.02,0
7,9,8,8,0.21865099100004,0.02,0
7,9,8,9,0.200931143846876,0.02,0
7,9,8,10,0.187818803586843,0.03,0
7,9,8,11,0.227893887010257,0.01,0
7,9,8,12,0.282357285838527,0.01,0
7,9,8,13,0.210336410996563,0.02,0
7,9,9,7,0.205526094327017,0.02,0
7,9,9,8,0.125623834229603,0.02,0
7,9,9,9,0.139521849897879,0.02,0
7,9,9,10,0.216276196409782,0.0199999999999999,0
7,9,9,11,0.286580841567434,0.0199999999999999,0
7,9,9,12,0.207603155758258,0.01,0
7,9,9,13,0.169723895908933,0.02,0
7,9,10,7,0.272777204462548,0.02,0
7,9,10,8,0.192764715206565,0.02,0
7,9,10,9,0.188914357532776,0.02,0
