"Layer 1","Layer 2","MSE","User Time","CPU Time"
17,17,0.336416220474745,0.03,0.02
17,18,0.359266717520815,0.03,0.02
17,19,0.25215762565495,0.03,0
17,20,0.307398979234551,0.05,0
17,21,0.199775914068494,0.03,0
17,22,0.863174687353686,0.02,0.02
17,23,0.642684448996225,0.04,0
18,17,0.435188618579637,0.03,0
18,18,0.38767741785856,0.05,0
18,19,0.361477594042022,0.02,0.02
18,20,0.296986094215931,0.03,0.02
18,21,0.291139148924733,0.03,0
18,22,0.42583244596221,0.03,0
18,23,0.253364452277586,0.03,0
19,17,0.25512339177821,0.03,0
19,18,0.255215782854673,0.03,0
19,19,0.464885386426824,0.04,0
19,20,0.351961972218688,0.03,0
19,21,1.16788954595707,0.03,0
19,22,0.331148270493666,0.03,0
19,23,0.259405082763941,0.03,0
20,17,0.523424254112308,0.00999999999999995,0
20,18,0.257004398327214,0.03,0
20,19,0.252290760796889,0.03,0
20,20,0.294605674421144,0.03,0
20,21,0.257937898223735,0.03,0
20,22,0.346966501371648,0.03,0
20,23,0.246979395958836,0.03,0
21,17,0.38978808297246,0.03,0
21,18,0.252017126750886,0.03,0
21,19,0.435659889755652,0.03,0
21,20,0.216891358973483,0.03,0
21,21,0.717917640566965,0.03,0
21,22,0.235819451720799,0.03,0
21,23,0.825895731747622,0.05,0
22,17,0.269686857266471,0.03,0
22,18,0.297587750900736,0.03,0
22,19,0.435609040060019,0.01,0
22,20,0.184994407227958,0.03,0
22,21,0.365040178389496,0.03,0
22,22,0.414810011480142,0.03,0
22,23,0.297290209244305,0.05,0
23,17,0.259269830091522,0.03,0
23,18,1.74090501882927,0.03,0
23,19,0.765337446929094,0.01,0
23,20,0.488318116910942,0.03,0
23,21,0.571981396899598,0.02,0
23,22,2.36523598845763,0.03,0
23,23,0.34238040181144,0.02,0
