"Layer 1","MSE","User Time","CPU Time","Reutilized"
4,0.0773984412920498,0.02,0,0
5,0.132839090244216,0.00999999999999998,0,0
6,0.376643330116342,0.00999999999999998,0,0
7,0.0998962831623119,0.03,0,0
8,0.225472192851683,0.03,0,0
9,0.26670342109035,0.00999999999999998,0,0
10,0.255817695333378,0.02,0,0
11,0.0932817151090463,0.02,0,0
12,0.947038654531206,0.00999999999999998,0,0
13,0.142382953446784,0.02,0,0
14,0.106755244113057,0.00999999999999998,0,0
