"Layer 1","MSE","User Time","CPU Time","Reutilized"
17,0.788490459878098,0.03,0,0
18,0.913578090963543,0.00999999999999998,0.02,0
19,0.837299527061747,0.05,0,0
20,0.766940305919646,0.03,0.01,0
21,0.934887527386998,0.02,0.02,0
22,0.773629478807649,0.04,0,0
23,0.860999905825728,0.03,0.02,0
24,0.857854410436727,0.02,0.03,0
25,0.755926058964237,0.03,0.02,0
26,1.14604308050433,0.05,0,0
27,1.13140704325551,0.03,0.02,0
