"Layer 1","Layer 2","MSE","User Time","CPU Time"
7,7,0.235140567063708,0.03,0
7,8,0.152568946097861,0.02,0
7,9,0.2565377527258,0.00999999999999998,0
7,10,0.319173133031101,0.03,0
7,11,0.354753177215038,0.03,0
7,12,0.218452623233156,0.00999999999999998,0
7,13,0.409445841846528,0.03,0
8,7,0.196185304629177,0.04,0
8,8,0.286104177144279,0.02,0
8,9,0.364539746024786,0.00999999999999998,0
8,10,0.416385573987634,0.02,0
8,11,0.399082688544385,0.00999999999999998,0
8,12,0.624411767744093,0.00999999999999998,0
8,13,0.380529631517776,0.02,0
9,7,0.295670584828317,0.02,0
9,8,0.231771928081595,0,0
9,9,0.588174537834382,0.02,0
9,10,0.597512531718702,0.02,0
9,11,0.687219034010356,0.02,0
9,12,0.362033514802353,0.02,0
9,13,0.279260238585483,0.02,0
10,7,0.283010392760668,0.01,0
10,8,0.293571937458163,0,0
10,9,0.371953723795026,0,0
10,10,0.205211225193318,0.02,0
10,11,0.269786712377591,0.02,0
10,12,0.141847344388728,0.00999999999999995,0
10,13,0.369259409158282,0.02,0
11,7,0.253427098431831,0.01,0
11,8,0.237475795577607,0.01,0
11,9,0.255643677878585,0.01,0
11,10,0.232838632610423,0,0
11,11,0.773460768885737,0.02,0
11,12,0.215673910240607,0.01,0
11,13,0.292071473331899,0.02,0
12,7,0.159719041492885,0.01,0
12,8,0.135434279714056,0.01,0
12,9,0.271963728152878,0.02,0
12,10,0.30712335842932,0.02,0
12,11,0.259179778912771,0.02,0
12,12,0.580398489611391,0.02,0
12,13,0.285608459889949,0.00999999999999995,0
13,7,0.207743963624549,0.02,0
13,8,0.207227582692929,0,0
13,9,0.356276401979609,0,0
13,10,0.202802397453884,0.02,0
13,11,0.336139393368784,0,0
13,12,0.207463136226728,0.02,0
13,13,0.304550724265662,0.02,0
