"Layer 1","Layer 2","MSE","User Time","CPU Time"
27,27,0.659313658454546,0.08,0.03
27,28,1.52256519169162,0.12,0
27,29,0.426342164735054,0.09,0.01
27,30,0.874450613101975,0.1,0.03
27,31,0.616346570175803,0.08,0.03
27,32,0.588321145955094,0.09,0.03
27,33,0.440535254778805,0.06,0.05
28,27,0.623733108505329,0.08,0.02
28,28,0.482529162272594,0.1,0.01
28,29,0.506141767281066,0.09,0.01
28,30,0.275207110392901,0.11,0.02
28,31,0.454185698573303,0.07,0
28,32,0.409569407635026,0.08,0
28,33,0.841568844240197,0.07,0
29,27,0.519741894877494,0.07,0
29,28,0.710961352496402,0.08,0
29,29,0.853965861086261,0.08,0
29,30,0.648660022845514,0.08,0
29,31,1.35566305511691,0.08,0
29,32,0.709432036695744,0.07,0
29,33,0.213844522052396,0.09,0
30,27,0.55894288085125,0.06,0
30,28,1.12637039810845,0.08,0
30,29,1.11293689077509,0.08,0
30,30,0.309558203768334,0.08,0
30,31,0.433139570449406,0.08,0
30,32,0.536507393645441,0.11,0
30,33,0.963517871045023,0.06,0
31,27,0.968915212698105,0.09,0
31,28,1.1014218926454,0.0599999999999999,0
31,29,1.22762901420127,0.07,0
31,30,0.494238313318668,0.09,0
31,31,0.31033373186353,0.0600000000000001,0
31,32,0.631243773982432,0.11,0
31,33,0.644077056868867,0.09,0
32,27,0.909921918144614,0.11,0
32,28,1.17342066883453,0.0800000000000001,0
32,29,0.502889457031298,0.07,0
32,30,0.431155294431475,0.09,0
32,31,0.29083696628749,0.08,0
32,32,0.420382320006665,0.0900000000000001,0
32,33,0.919549393645768,0.07,0
33,27,0.268641301159536,0.0600000000000001,0
33,28,0.415498123651053,0.08,0
33,29,0.752924811156059,0.0800000000000001,0
33,30,0.282330709505408,0.0599999999999999,0
33,31,1.24339842693217,0.05,0
33,32,2.6326767285836,0.0599999999999999,0
33,33,0.774590826171974,0.0600000000000001,0
