"Layer 1","MSE","User Time","CPU Time"
27,1.28763002167748,0.02,0.04
28,0.778694128995121,0.1,0.01
29,1.81232258561683,0.11,0
30,3.13919795229281,0.03,0.04
31,2.52901753630878,0.08,0.01
32,3.25394391033256,0.08,0.03
33,1.78638692780545,0.08,0.01
