"Layer 1","MSE","User Time","CPU Time","Reutilized"
2,0.102983072698282,0.02,0,0
3,0.851409670735824,0.00999999999999998,0,0
4,0.0973358966164367,0.02,0,0
5,0.154422137637084,0.00999999999999998,0,0
6,0.107326491615392,0.02,0,0
7,0.151596602202153,0.00999999999999998,0,0
8,0.193493226772136,0.00999999999999998,0,0
9,0.126773199316179,0.02,0,0
10,0.301721196875317,0.00999999999999998,0,0
11,1.70768368418262,0.00999999999999998,0,0
12,0.395878743225336,0.00999999999999998,0,0
