"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
15,15,15,25.7161635850715,0.06,0
15,15,16,28.3973942261107,0.04,0.02
15,15,17,25.8030890010075,0.06,0
15,15,18,29.2717106682754,0.07,0.02
15,15,19,26.9941479282252,0.03,0.03
15,15,20,25.7229007446805,0.04,0.01
15,15,21,26.4627999818385,0.06,0
15,16,15,27.2711277305399,0.06,0
15,16,16,28.9092362440011,0.07,0
15,16,17,28.0559821154966,0.08,0
15,16,18,26.3707251079851,0.06,0.01
15,16,19,28.0397308157078,0.05,0
15,16,20,26.3545197063086,0.03,0
15,16,21,27.3459237606014,0.05,0
15,17,15,25.9945588498489,0.06,0
15,17,16,26.9749556281729,0.06,0
15,17,17,26.8482834964517,0.06,0
15,17,18,27.4218432638857,0.04,0
15,17,19,28.6596102008899,0.03,0
15,17,20,25.8347714672095,0.04,0
15,17,21,27.5092635048393,0.05,0
15,18,15,26.3678066301763,0.04,0
15,18,16,30.0411483117062,0.06,0
15,18,17,25.9007377444376,0.05,0
15,18,18,26.4969244869592,0.05,0
15,18,19,27.1488790478843,0.05,0.01
15,18,20,26.1494569547789,0.05,0
15,18,21,29.1347129570782,0.05,0
15,19,15,30.7172126700931,0.05,0
15,19,16,27.5608442846934,0.04,0
15,19,17,29.231223372897,0.05,0
15,19,18,26.5042199942833,0.05,0
15,19,19,28.6646579148633,0.03,0
15,19,20,27.7328261060746,0.05,0
15,19,21,25.3472433087029,0.04,0
15,20,15,29.4370115066706,0.08,0
15,20,16,28.6472181614193,0.04,0
15,20,17,26.7856514759757,0.04,0
15,20,18,28.1370102906383,0.04,0
15,20,19,25.9157973643099,0.0600000000000001,0
15,20,20,27.6847728188195,0.03,0
15,20,21,26.1219478168052,0.04,0
15,21,15,27.9559922609304,0.05,0
15,21,16,27.0759271889332,0.0600000000000001,0.02
15,21,17,28.589805669374,0.0299999999999999,0
15,21,18,26.6097613717115,0.05,0
15,21,19,24.7340531135904,0.04,0.02
15,21,20,25.760920296341,0.0399999999999999,0
15,21,21,28.6040825823797,0.0600000000000001,0
16,15,15,26.5016837555501,0.03,0
16,15,16,30.1142588613448,0.04,0
16,15,17,26.3907681218427,0.05,0
16,15,18,26.1693920457316,0.0499999999999999,0
16,15,19,26.2365044059671,0.05,0
16,15,20,27.4344457795468,0.05,0
16,15,21,28.0611460286493,0.04,0
16,16,15,28.1946529385948,0.04,0
16,16,16,25.9303675838926,0.03,0
