"Layer 1","Layer 2","MSE","User Time","CPU Time"
9,9,4.42144405957208,0.03,0
9,10,3.98399888007972,0.00999999999999998,0
9,11,4.11542737563638,0.02,0
9,12,4.2176655090206,0.00999999999999998,0
9,13,4.6082834207834,0.02,0
9,14,4.1236814104308,0.02,0
9,15,4.15023613420287,0.02,0
10,9,4.14658560849591,0.02,0
10,10,4.23018205619752,0.00999999999999998,0
10,11,4.30969765569452,0.00999999999999998,0
10,12,3.8480088000247,0.00999999999999998,0
10,13,3.66941880724883,0.00999999999999998,0
10,14,3.81750653216479,0.02,0
10,15,3.75697897379595,0.02,0
11,9,3.77545516617311,0.02,0
11,10,3.90051334346225,0.02,0
11,11,3.75588628137878,0.04,0
11,12,4.07173559301914,0.02,0
11,13,4.25418797818508,0.02,0
11,14,4.90905906431215,0.01,0
11,15,4.56218250224765,0.02,0
12,9,4.19497185249946,0.00999999999999998,0
12,10,5.52009995307755,0.02,0
12,11,3.61762071775518,0.02,0
12,12,4.09947806280599,0.02,0
12,13,4.17196461038338,0.00999999999999995,0
12,14,4.342095592965,0.00999999999999995,0
12,15,3.83316931356565,0.01,0
13,9,4.55893513162938,0.02,0
13,10,4.16936853202301,0.02,0
13,11,4.61191425613587,0.03,0
13,12,5.1221607911997,0.03,0
13,13,5.63162263348296,0.01,0
13,14,4.98039695873396,0.03,0
13,15,4.92877293366469,0.02,0
14,9,4.10731807066117,0.02,0
14,10,3.34189554912571,0.02,0
14,11,4.23530113231583,0.01,0
14,12,4.03583214106821,0.00999999999999995,0
14,13,3.89288523986457,0.02,0
14,14,4.89351808240123,0.02,0
14,15,4.29171360680123,0.01,0
15,9,4.48255221801451,0.03,0
15,10,4.23180365247425,0.02,0
15,11,4.73307843666067,0.00999999999999995,0
15,12,4.97827669352436,0.02,0
15,13,3.74585457409006,0.02,0
15,14,4.2849148952336,0,0
15,15,3.2557468238296,0,0
