"Layer 1","MSE","User Time","CPU Time","Reutilized"
4,0.132627770836938,0.00999999999999998,0,0
5,0.229782245832998,0.02,0,0
6,0.287159467896236,0.00999999999999998,0,0
7,0.250549884112088,0.02,0,0
8,0.226028505549562,0.03,0,0
9,0.787901459620702,0,0,0
10,0.32366628044673,0.03,0,0
11,0.307699130592173,0.00999999999999998,0,0
12,0.368528586446457,0,0,0
13,0.301380165810032,0.02,0,0
14,0.25852405492957,0.02,0,0
