"Layer 1","Layer 2","MSE","User Time","CPU Time"
11,11,0.494668691003007,0.00999999999999998,0
11,12,0.522601224026037,0.02,0
11,13,0.587598620399414,0,0.02
11,14,0.638605499814797,0.03,0
11,15,0.596525874651559,0.00999999999999998,0
11,16,1.77234856049636,0.03,0
11,17,0.46169141829328,0.00999999999999998,0
12,11,0.495297038019786,0,0.02
12,12,0.488828523777435,0.03,0
12,13,0.478085124591176,0.00999999999999998,0
12,14,0.607702145331937,0.03,0
12,15,0.710994436705867,0.03,0
12,16,0.644984916308964,0.01,0
12,17,0.543377098474885,0.00999999999999998,0
13,11,0.565153206928247,0.02,0
13,12,0.83966365790223,0.03,0
13,13,1.17556885122594,0.03,0
13,14,0.466367266388055,0.01,0
13,15,0.395737068370594,0.02,0
13,16,0.968016603510328,0.02,0
13,17,0.508940782164042,0.01,0
14,11,0.479996748185116,0.03,0
14,12,0.870646427359386,0.03,0
14,13,0.729367777823193,0.02,0
14,14,0.591037263291277,0.01,0
14,15,0.745370746679226,0.02,0
14,16,0.620201951747763,0.02,0
14,17,0.655648831946692,0.05,0
15,11,0.526234998401709,0.00999999999999995,0
15,12,0.520383049769749,0.01,0
15,13,0.558126154967976,0.01,0
15,14,0.636061238536456,0.03,0
15,15,0.798866705151927,0.02,0
15,16,0.651862191298004,0.02,0
15,17,0.44363196740277,0.02,0
16,11,0.671366311385053,0.03,0
16,12,0.861772834336583,0.00999999999999995,0
16,13,0.620216342360935,0.02,0.00999999999999998
16,14,0.709527854496795,0.02,0
16,15,0.503455464115016,0.03,0
16,16,0.693409347973008,0.02,0
16,17,1.00447593613408,0.03,0
17,11,0.775443060513008,0.03,0
17,12,0.559188383124375,0.03,0
17,13,0.836428537091337,0.03,0
17,14,0.621323960752483,0,0.02
17,15,2.61959834079589,0.01,0
17,16,0.596146175641899,0.02,0
17,17,0.735793550921271,0.03,0
