"Layer 1","MSE","User Time","CPU Time"
28,0.460060472404568,0.11,0.02
29,0.433685964468635,0.1,0.04
30,0.461472240185762,0.05,0
31,0.358987951397765,0.5,0.01
32,0.641746363085807,0.23,0
33,0.531403642165526,0.08,0
34,0.410497899441068,0.16,0.02
