"Layer 1","MSE","User Time","CPU Time","Reutilized"
32,2.23998624760341,0.11,0.02,0
33,3.19831317315531,0.09,0,0
34,1.78571313808013,0.08,0.02,0
35,2.40270198287681,0.1,0.02,0
36,2.03629844217124,0.06,0.03,0
37,2.07663092986846,0.09,0,0
38,2.13118067277529,0.09,0.01,0
39,3.59201418791842,0.1,0.01,0
40,4.19205692572653,0.11,0,0
41,4.47273121172198,0.11,0,0
42,3.69176489208163,0.1,0,0
