"Layer 1","MSE","User Time","CPU Time","Reutilized"
5,0.723797810917867,0.00999999999999998,0,0
6,0.683644939609592,0.00999999999999998,0,0
7,0.574087584639321,0.03,0,0
8,0.762219038220673,0.00999999999999998,0,0
9,0.689223111220367,0.02,0,0
10,0.674951731490386,0.03,0,0
11,0.763311548179488,0.03,0,0
12,0.863446932687583,0,0.01,0
13,0.628466032970105,0.03,0,0
14,0.54695715106157,0.02,0,0
15,0.623972509767894,0.02,0,0
