"Layer 1","MSE","User Time","CPU Time"
19,2.00301616181054,0.02,0.02
20,2.5099692837712,0.02,0
21,1.71326904246135,0.02,0
22,1.88358837030322,0.03,0
23,2.53098556756299,0.00999999999999998,0.02
24,2.96718963491959,0.00999999999999998,0.01
25,1.27618184447441,0.03,0
