"Layer 1","MSE","User Time","CPU Time"
9,4.7108748703482,0.02,0
10,5.35905762720522,0,0
11,4.06609938969536,0.02,0
12,3.79673247964891,0.02,0
13,4.63032298424339,0,0
14,4.37878599325252,0.00999999999999998,0
15,6.83427790820663,0.02,0
