"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
7,7,7,7,0.363942543870244,0.03,0
7,7,7,8,0.358252385570846,0.05,0
7,7,7,9,0.505566588269792,0.00999999999999998,0
7,7,7,10,0.474142383311237,0.03,0
7,7,7,11,0.355251802720221,0.05,0
7,7,7,12,0.5117954389896,0.03,0
7,7,7,13,0.58262895396093,0.03,0
7,7,8,7,0.428462181808162,0.05,0
7,7,8,8,0.491247647755097,0.00999999999999998,0.01
7,7,8,9,0.602782109017086,0.03,0
7,7,8,10,0.575319714311301,0.00999999999999998,0
7,7,8,11,0.702041086172873,0.00999999999999995,0
7,7,8,12,0.779994062397014,0.03,0
7,7,8,13,0.570499893463787,0.03,0
7,7,9,7,0.411636239296702,0.03,0
7,7,9,8,0.566314773027142,0.03,0
7,7,9,9,0.510963183041721,0.01,0
7,7,9,10,0.452130161028072,0.00999999999999995,0
7,7,9,11,0.421868828419348,0.00999999999999995,0
7,7,9,12,0.507681581792121,0.02,0
7,7,9,13,0.42879541747015,0.00999999999999995,0
7,7,10,7,0.534917342579128,0.02,0
7,7,10,8,0.43199326153041,0.03,0
7,7,10,9,0.519387015922475,0.05,0
7,7,10,10,0.419735603045533,0.03,0
7,7,10,11,0.464451429812717,0.01,0
7,7,10,12,0.518740308932056,0.00999999999999995,0
7,7,10,13,0.507489752950951,0.03,0
7,7,11,7,0.471441606273941,0.00999999999999995,0
7,7,11,8,0.476623419195547,0.03,0
7,7,11,9,0.431559481623471,0.00999999999999995,0
7,7,11,10,0.431828274785496,0.03,0
7,7,11,11,0.533386493821693,0.02,0
7,7,11,12,0.701278236009204,0.03,0
7,7,11,13,0.602346675023334,0.03,0
7,7,12,7,0.473812250512043,0.02,0
7,7,12,8,0.484452485589939,0.03,0
7,7,12,9,0.416217380378385,0.02,0
7,7,12,10,0.463501632812041,0.03,0
7,7,12,11,0.749378766039663,0.03,0
7,7,12,12,0.409810834628741,0.03,0
7,7,12,13,0.499860690243086,0.03,0
7,7,13,7,0.446484498925228,0.01,0
7,7,13,8,1.01310081954229,0.03,0
7,7,13,9,0.527124066670592,0.03,0
7,7,13,10,0.607594828055049,0.02,0
7,7,13,11,0.449630210219518,0.03,0
7,7,13,12,0.522672048033137,0.04,0
7,7,13,13,0.538124956071459,0.04,0
7,8,7,7,0.419277754746033,0.02,0
7,8,7,8,0.484517235133677,0.03,0
7,8,7,9,0.39893060940789,0.03,0
7,8,7,10,0.494964452021595,0.03,0
7,8,7,11,0.493198975827932,0.03,0
7,8,7,12,0.472554851442517,0.02,0
7,8,7,13,0.484466943606856,0.03,0
7,8,8,7,0.478628244051502,0.01,0
7,8,8,8,0.48077300471918,0.03,0
7,8,8,9,0.665293282873354,0.03,0
7,8,8,10,0.405096109057269,0.03,0
7,8,8,11,0.239096219265463,0.02,0
7,8,8,12,0.441207920151615,0.03,0
7,8,8,13,0.405912334314966,0.03,0
7,8,9,7,0.503880830770729,0.0299999999999999,0
7,8,9,8,0.531034483072424,0.01,0
7,8,9,9,0.40157554485702,0.0099999999999999,0
7,8,9,10,0.491982256218157,0.03,0
7,8,9,11,0.509253661732124,0.02,0
7,8,9,12,0.458391365267912,0.03,0
7,8,9,13,0.845574822320409,0.0299999999999999,0
7,8,10,7,0.464325495323661,0.01,0
7,8,10,8,0.567762459160966,0.04,0
7,8,10,9,0.428581879903676,0.03,0
7,8,10,10,0.503541762839363,0.03,0
7,8,10,11,0.444321795025002,0.03,0
7,8,10,12,0.465452673723631,0.03,0
7,8,10,13,0.660223124726011,0.03,0
7,8,11,7,0.480317351878652,0.03,0
7,8,11,8,0.435040960139035,0.02,0
7,8,11,9,0.524081771759668,0.02,0
7,8,11,10,0.414786221543136,0.03,0
7,8,11,11,0.409658275734574,0.02,0
